Itinerario;ID;Livello;Genitore;Titolo;Sottotitolo; Testo_storia;Testo_Audio_Cicerone;Immagine;Tipo_Card;latitudine;longitudine;mappaCartella
Ciociaria;6,5,4;Monumento;6,5;Civitavecchia;;"Piccolo centro di umanità secolare, raccolta entro una barriera di mura megalitiche essa irradia ancora, per il turista che la raggiunge, suggestioni e testimonianze di una vita arcaica. Civitavecchia fu, probabilmente, il nucleo originario del primitivo insediamento volsco (popolo del VII-VI sec. a.C.), fondato per necessità di difesa su un luogo alto e dirupato e poi circondato da possenti mura. Infatti altri popoli italici, quali i Marsi e i Sanniti ne premevano e minacciavano la sicurezza e i beni.
1. Le Testimonianze Medievali e le Fortificazioni
Porta d'Ingresso e Torrione: L'accesso al borgo avviene attraverso una porta integrata in un torrione circolare che inglobò quella arcaica.

Il Castrum e la Torre Quadrangolare: All'interno, sulla sinistra, si trova un'alta torre a pianta quadrata eretta a protezione del castrum, cinto da mura medievali (oggi in parte ruderi) e dotato di una cisterna per l'approvvigionamento idrico.

Le Mura e i Cammini di Ronda: Dopo il 1215, quando Arpino divenne baluardo dello Stato Pontificio verso il Sud Italia, le mura che scendevano da Civitavecchia furono rafforzate con torri quadrate e rotonde, bastioni con casematte e cammini di ronda (visibili tramite una panoramica passeggiata dal centro del borgo).

2. La Chiesa della SS. Trinità (o del Simulacro del Crocifisso)
Situata a fianco del celebre Arco a Sesto Acuto, è un piccolo gioiello del Settecento.

Storia: Fatta erigere nel 1720 dal Cardinale Giuseppe Pesce (maestro e rettore della Cappella Pontificia); ancora oggi è di proprietà della famiglia Pesce.

Architettura e Opere:

Pianta a croce greca con cupola sorretta da quattro pilastri centrali.

Altare con paliotto finemente dipinto a motivi floreali.

Due grandi affreschi ai lati: L'Immacolata (a destra) e San Giuseppe (a sinistra).

Il Legame con Michele Stolz: Lo scultore tirolese Michele Stolz fu a lungo ospite del Cardinale Pesce nella sua casa di Civitavecchia. Qui realizzò diverse opere (tra cui il Simulacro della Crocifissione, la Statua di San Vito e la Statuetta della Concezione), caratterizzate da un linguaggio rococò d'impronta napoletana.

3. Il Borgo e le sue Curiosità
Palazzo con Feritoie/Scivoli (Civico 6): Percorrendo la stradina lastricata a ciottoli tipici del borgo, al numero 6 si nota un antico palazzo che presenta ai lati del portone d'ingresso due scivoli: servivano ai ""bravi"" del signore locale per tenere sotto tiro ed eliminare ospiti indesiderati.

Chiesa di San Vito (XVI Secolo):

Struttura a tre navate.

Sull'altare maggiore custodisce la tela del Cavalier d'Arpino (San Vito, Santa Crescenza e San Modesto) e la celebre statua di San Vito scolpita da Michele Stolz.

4. Conclusione del Tour: La Rotonda-Belvedere
Uscendo dalla Chiesa di San Vito e prendendo la stradina di fronte, il percorso verso Civitavecchia si conclude nella rotonda-belvedere. Da qui si gode di una vista mozzafiato sulla valle sottostante, tra pendici collinari ricoperte di ulivi e querce, immerse in una suggestiva atmosfera di silenzio e quiete.

La grandiosità di queste mura, che si trovano pure in altri paesi dei Volsci (Atina, Aquinum, Sora, Signia, Arcis) e degli Ernici (Aletrium), ha suggerito alla fantasia popolare il nome di mura pelasgiche (in ricordo dei preellenici, mitici Pelasgi) o ciclopiche (i giganti omerici). E', però, più giusto chiamare questo tipo di mura ""poligonali"" proprio per la forma che presentano gli enormi massi, sovrapposti l'uno sull'altro senza alcun legame di malta.";;immagini/arpino_civitavecchia.webp;Dettaglio;;;
Ciociaria;6,5,4,1;Opera;6,5,4;Acropoli;;"Certamente l'arco a sesto acuto, porta arcaica d'ingresso all'Acropoli, rievoca in maniera determinante il sistema costruttivo delle gallerie di Tirinto e Micene. Questo prodigioso monumento è alto 4,20 metri ed è formato da blocchi sovrapposti che si restringono verso la cima, tagliati obliquamente sul lato interno. In epoca medievale fu chiuso in un bastione semicircolare, ora per metà demolito.

In alcune fotografie, precedenti al restauro del 1960, si presenta con un pilastro centrale che serviva da sostegno. Un'altra porta d'accesso al complesso fortificato è situata alle pendici del colle, a ridosso del quartiere Arco. Si ipotizza fosse usata come accesso inferiore all'acropoli. A differenza dell'arco a sesto acuto questa porta, battezzata come ""Porta Tana del Lupo"", ha forma architravata e massi poligonali ben definiti con facciavista regolare. Interessante è la cava situata accanto al muro perimetrale utilizzata per l'estrazione del materiale per realizzare i ciclopici massi.";;immagini/arpino_acropoli.webp;Dettaglio;;;
Ciociaria;6,5,4,2;Opera;6,5,4;Torre di Cicerone;Apertura:  Sabato, Domenica e Festivi: Ore 10:00-13:00/15:00-19:00;"

1. Storia e Leggenda Toponomastica
La Civitas Ciceroniana: Nel catasto del 1581 l'Acropoli era denominata Civitas Ciceroniana. La tradizione popolare riteneva che nell'antico borgo protetto dalle mura ciclopiche sorgesse la residenza della famiglia dei Tulli, ereditata da Quinto, fratello di Cicerone.


Origine del Nome: Le prime indagini archeologiche dell'Ottocento non trovarono tracce di complessi residenziali romani, ma confermarono l'esistenza di una viva tradizione orale che conservava toponimi come un muraglione ""di Cicero"" e una ""via Cicera"". Da questi elementi storici e popolari la torre prese ufficialmente il nome di Torre di Cicerone.

2. Architettura e Caratteristiche Costruttive
Struttura Esterna:

Pianta quadrangolare d'impianto imponente (circa 16 metri per lato).

Rinforzata sul lato sud-orientale da un robusto muro a scarpa.

Ballatoio esterno che conduce all'ingresso situato al piano mediano.

Sulle facciate si aprono finestre a feritoia nei livelli inferiori e aperture quadrangolari più ampie ai piani superiori.

Ambienti Interni e Copertura:

Divisa internamente su due livelli.

Al piano mediano, a sinistra dell'ingresso, si conserva l'architrave di un antico camino angolare con le tracce a parete della canna fumaria.

Al piano superiore sono ancora visibili gli attacchi angolari della volta originaria (presumibilmente a crociera).

3. Origine Medievale e Ruolo Difensivo
L'analisi della muratura originaria e delle tecniche di copertura conferma senza dubbi la fattura medievale della torre. Posizionata strategicamente nell'angolo nord-ovest della cinta muraria di Civitavecchia e in prossimità della porta urbica, costituiva il perno del sistema difensivo del borgo.";;immagini/arpino_cicerone.webp;Dettaglio;;;
Ciociaria;6,6  ritornoPaese;Paese;6;Borgo Bainsizza;;;;;Principale;41,48192;12,79314;mappe-offline/Ciociaria
Terracina_Gaeta;7;Percorso;;Terracina-Gaeta;;;itinerari/Terracina1.jpg, itinerari/Terracina2.jpg;;;;;
Terracina_Gaeta;7,1 partenza;Paese;7;Borgo Bainsizza;;;;;Principale;41,48192;12,79314;mappe-offline/Terracina
Terracina_Gaeta;7,2;Paese;7;Terracina;;"All’estremità della pianura pontina, Terracina (m 22, ab. 45 000 circa) occupa col nucleo più antico l’estremo pendio dei monti Ausoni mentre l’espansione
moderna, turistica e balneare, si stende accanto al porto di pesca tra la Via Appia
e il mare. Nella città murata l’impronta dell’architettura medievale e gotica è
ancora ben evidente, nonostante i bombardamenti del 1944: a portici, logge,
bifore e trifore archiacute rispondono colonne, architravi, mensole reimpiegate da
edifici romani, al calcare il basalto tolto dal lastricato dell’Appia. Nella città
antica affascina la suggestiva compenetrazione di resti romani in architetture e
strade medievali, e incanta il paesaggio, dominato dalle vaste rovine dell’acropoli
romana, che dall’alto guardano la città e il mare.";;immagini/terracina_panorama.webp;Principale;41,292139;13,248972;mappe-offline/Terracina
Terracina_Gaeta;INF7,2;Info / Contatto;7,2;IAT;;"📍 Indirizzo:piazza Municipio, 8<br>📞 Telefono: 0773 707777 / 0773 707778<br>🕒 Orari:
Giovedì: 16.00 - 17.45 .<br>🌐 Sito web:https://terracinaturismo.it/home
<br>🅿️ Parcheggio Piazzale Gabriele D'Annunzio";;;Info / Contatto;;;
Terracina_Gaeta;7,2,1;Monumento;7,2;Foro Emiliano;;"Il centro della città alta di Terracina si sviluppa attorno all'antico Foro Emiliano (attuale Piazza del Municipio), cuore pulsante della città di epoca romana, su cui oggi si affacciano la Cattedrale di San Cesareo e il Palazzo Comunale.<br>

Struttura ed Edifici del Foro<br>
Via Appia e Pavimentazione: La via Appia attraversava il foro sul lato nord, di cui sono stati ripristinati lastricato, marciapiede, canale di scolo e pilastrini di separazione tra area carrabile e pedonale. La piazza conserva la pavimentazione originale in lastre di calcare (I sec. a.C.) con l'iscrizione in bronzo del magistrato Aulus Aemilius.<br>

Lato Orientale (La Basilica): Sorgeva un lungo edificio colonnato a sinistra dell'attuale Palazzo Comunale, i cui resti si estendevano fino al Palazzo della Bonificazione Pontina (dove rimangono muri in opera reticolata).<br>

Lato Settentrionale (Teatro e Portico): I bombardamenti del 1943 hanno riportato alla luce un portico rialzato con colonne e pavimenti in marmo, oltre ai resti del Teatro Romano posto alle sue spalle.<br>
Lato Occidentale (Tempio-Cattedrale e Favisse): Ospitava un grande tempio marmoreo su podio, poi inglobato nella Cattedrale.<br> L'antico sistema di gallerie sotterranee (lungo Corso Anita Garibaldi) ospita oggi botteghe e le cosiddette <b> Favisse </b>, dove sono conservati i mosaici di una domus romana del II sec. d.C.<br>

Il Capitolium: Di fronte alle Favisse sorge un tempio più piccolo con cella tripartita e muratura a scacchiera in tufo e calcare, tradizionalmente identificato come Capitolium.";;immagini/terracina_foro.webp;Dettaglio;;;
Terracina_Gaeta;7,2,2;Monumento;7,2;Cattedrale san Cesareo;;"1. Il Porticato d'Ingresso <br>
Struttura e Accesso: Si eleva su una scalinata di 30 gradini (più ulteriori 7 gradini per raggiungere gli ingressi principali) ed è sorretto da sei colonne di spoglio intervallate da un arco trionfale centrale.

Decorazioni Musive: Sul lato destro dell'antica trabeazione spicca un fregio a mosaico con raffigurazioni animali e simboliche: un mostro alato, un'aquila, palme, cervi, volatili e tori.

Elementi Romani e Scultorei: Sotto il portico si trova una vasca funeraria d'epoca romana e coppie di animali accovacciati alla base delle colonne. Il portale principale è ornato con fregi marmorei risalenti all'età augustea.<br>
2. Il Campanile (XII Secolo)
Origine e Stile: Costruito nel XII secolo da maestranze legate alla realizzazione del campanile della Cattedrale di Gaeta, combina elementi romanici e influenze arabo-normanne/gotiche.<br>

Struttura Statica: È situato sopra l'estremità sinistra del portico ed è sollevato da terra su quattro pilastri. La vera tenuta statica è garantita da una massiccia struttura ad archi a tutto sesto in pietra lavica e calcare (visibile dall'interno), rivestita all'esterno in laterizio.<br>

Architettura degli Archi: La trama a sesto acuto (ogiva) è solo apparente, creata dall'incrocio di archi a tutto sesto su colonnine alternate. Le aperture nei piani superiori (monofore e bifore) presentano archi a tutto sesto originali.";;immagini/terracina_duomo.webp;Dettaglio;;;
Terracina_Gaeta;7,2,2,1;Opera;7,2,2;Interno;;"<br>truttura e Architettura Interna
Impianto: A tre navate divise da colonne di spoglio, affiancate da cappelle laterali.<br>

Presbiterio e Coro: Area rialzata di circa 1 metro rispetto al piano dell'aula. Le navate laterali terminano con absidi, mentre la navata centrale sfocia in un coro quadrangolare con stalli lignei e cattedra marmorea, sormontata da una statua lignea di San Pietro benedicente (XIX sec.).<br>

Altari e Cibori:<br>

Altari Laterali (XIII sec.): Gemelli, di fattura campana, con cibori che custodiscono le reliquie di S. Silvia, S. Silvano, S. Rufina (sinistra) e S. Eleuterio (destra).<br>

Altare Maggiore (XVIII sec.): Sormontato da un ciborio a quattro colonne marmoree e baldacchino ligneo, custodisce le reliquie di S. Cesareo, S. Giuliano, S. Felice e S. Eusebio.<br>

Opere di Rilevante Interesse Artistico<br>
Pavimento Cosmatesco (XII-XIII sec.): Splendida pavimentazione decorata a mosaico nella navata centrale.<br>

Pulpito Medievale (XIII sec.): Ambone sorretto da cinque colonne.<br>

Colonna Tortile (1245): Utilizzata per il cero pasquale, firmata dall'autore Crudele con la data precisa del 31 ottobre 1245.<br>

Affreschi del Presbiterio (XVIII sec.): Ciclo pittorico raffigurante l'elezione di Papa Urbano II (avvenuta proprio in questa cattedrale nel 1088).<br>

Organo a Canne (1972): Opera della ditta Zenoni (restaurato nel 1993), a trasmissione elettrica con 25 registri, due manuali e pedale.";;immagini/terracina_interno.webp;Dettaglio;;;
Terracina_Gaeta;7,2,3;Monumento;7,2;Corso Garibaldi;;" In uno slargo all’inizio del corso, che segue il
percorso dell’antica Via Appia, si trovano i cospicui resti del Capitolium, tempio
dedicato alla triade capitolina (I secolo a.C.), rimessi in luce nel 1946-48. Una
casa medievale con bifore gotiche si affaccia ai NN. 58-62; altre case medievali
si trovano, nei dintorni, in via Campo dei Fiori e in piazza Cancelli. In via dei
Quattro Santi, di fronte alla medievale torre degli Acso, è stata rinvenuta una
domus romana (I secolo a.C.-III secolo d.C.) con mosaici pavimentali: il primo,
policromo, rappresenta figure di pesci e di frutta; il secondo, a tessere bianche e
nere, ritrae una vendemmia; il terzo presenta un motivo geometrico a esagoni.
Nei pressi di porta Maggio, alta su una scalinata si staglia la mossa facciata
tardobarocca della chiesa del Purgatorio (1787): le allegorie che decorano
l’interno rimandano alla Confraternita della Buona Morte, che nella chiesa aveva
sede.";;immagini/terracina_corso.webp;Dettaglio;;;
Terracina_Gaeta;7,2,4;Monumento;7,2;Borgo marino;;" È la parte moderna della città. A cavallo di via Roma fa da
scenografico fondale all’emiciclo di piazza Garibaldi la chiesa del SS. Salvatore,
edificio neoclassico iniziato da Giuseppe Valadier nel 1794-96 e compiuto da
Antonio Sarti nel 1830; nel vastissimo interno, sormontato da cupola, spicca nella
cappella a destra una marmorea Pietà disegnata da Antonio Canova e realizzata
postuma da Cincinnato Baruzzi. Resti di impianti pubblici di età romana si
trovano presso via Martucci, l’anfiteatro, e tra via Leopardi e via dei Due Pini, le
terme.
Al fondo dell’asse di via Roma, il lungomare Matteotti porta ai piedi dei Pisco
Montano, rupe tagliata al tempo di Traiano per far passare l’Appia; la
settecentesca porta Napoli, che gli è addossata, era dogana tra lo Stato pontificio e
il Regno di Napoli. Lungo il portocanale si allineano piccoli ristoranti di pesce,
alcuni gestiti dalle cooperative di pescatori.";;immagini/terracina_teatro.webp;Dettaglio;;;
Terracina_Gaeta;7,2,5;Monumento;7,2;Tempio di Giove Anxur;;" Risultato di diverse fasi costruttive da Roma
repubblicana al medioevo, il monumentale complesso archeologico si dispone
sulla cima del monte Sant’Angelo (m 227) in tre differenti livelli: il cosiddetto
Campo trincerato, un’area superiore originariamente con portico rivolto al mare
e collegata a un articolato sistema di cisterne, la terrazza del Tempio maggiore e
una terrazza rivolta alla città, con i resti del cosiddetto Piccolo tempio. La
terrazza maggiore ospita i resti dell’edificio più celebre, il cosiddetto tempio di
Giove Anxur – cioè imberbe, fanciullo – che comprendeva una roccia per
l’oracolo e un’area porticata destinata ad accogliere i pellegrini; il complesso è
sostenuto dalle imponenti arcate di un criptoportico di circa 60 m nel quale si
apriva una grotta per le cerimonie. Più antico e di dimensioni inferiori è il
Tempio piccolo, in età medievale inglobato in un monastero: sono stati
individuati ambienti per accogliere i pellegrini, la cucina e il refettorio dei
monaci. Dalla spianata il panorama* abbraccia la pianura pontina e il Circeo,
fino alle isole di Zannone e Ponza.";;immagini/terracina_anxur.webp;Dettaglio;;;
